X, Y
-0.993750000000 0.013066732200
-0.981250000000 0.039194033735
-0.968750000000 0.065303258698
-0.956250000000 0.091382959644
-0.943750000000 0.117420993931
-0.931250000000 0.143405161072
-0.918750000000 0.169323487317
-0.906250000000 0.195163754855
-0.893750000000 0.220913546353
-0.881250000000 0.246560382104
-0.868750000000 0.272091605117
-0.856250000000 0.297494336052
-0.843750000000 0.322755495912
-0.831250000000 0.347861772129
-0.818750000000 0.372799580325
-0.806250000000 0.397555047089
-0.793750000000 0.422113984167
-0.781250000000 0.446461855947
-0.768750000000 0.470583749929
-0.756250000000 0.494464345778
-0.743750000000 0.518087880842
-0.731250000000 0.541438114012
-0.718750000000 0.564498287724
-0.706250000000 0.587251087196
-0.693750000000 0.609678596839
-0.681250000000 0.631762253729
-0.668750000000 0.653482797743
-0.656250000000 0.674820218003
-0.643750000000 0.695753695289
-0.631250000000 0.716261540035
-0.618750000000 0.736321125429
-0.606250000000 0.755908815154
-0.593750000000 0.774999885202
-0.581250000000 0.793568439172
-0.568750000000 0.811587316386
-0.556250000000 0.829027992069
-0.543750000000 0.845860468785
-0.531250000000 0.862053158220
-0.518750000000 0.877572752303
-0.506250000000 0.892384082564
-0.493750000000 0.906449966492
-0.481250000000 0.919731039553
-0.468750000000 0.932185571398
-0.456250000000 0.943769264626
-0.443750000000 0.954435034366
-0.431250000000 0.964132766783
-0.418750000000 0.972809054499
-0.406250000000 0.980406906811
-0.393750000000 0.986865432554
-0.381250000000 0.992119493430
-0.368750000000 0.996099325783
-0.356250000000 0.998730129050
-0.343750000000 0.999931619648
-0.331250000000 0.999617549907
-0.318750000000 0.997695193021
-0.306250000000 0.994064797051
-0.293750000000 0.988619014077
-0.281250000000 0.981242315060
-0.268750000000 0.971810407422
-0.256250000000 0.960189681500
-0.243750000000 0.946236724920
-0.231250000000 0.929797961927
-0.218750000000 0.910709499435
-0.206250000000 0.888797295229
-0.193750000000 0.863877808670
-0.181250000000 0.835759352837
-0.168750000000 0.804244440983
-0.156250000000 0.769133508788
-0.143750000000 0.730230491725
-0.131250000000 0.687350828808
-0.118750000000 0.640332518805
-0.106250000000 0.589050816740
-0.093750000000 0.533436939692
-0.081250000000 0.473500635171
-0.068750000000 0.409355535453
-0.056250000000 0.341244832968
-0.043750000000 0.269563123976
-0.031250000000 0.194868769807
-0.018750000000 0.117880769151
-0.006250000000 0.039456537036
0.006250000000 -0.039456537036
0.018750000000 -0.117880769151
0.031250000000 -0.194868769807
0.043750000000 -0.269563123976
0.056250000000 -0.341244832968
0.068750000000 -0.409355535453
0.081250000000 -0.473500635171
0.093750000000 -0.533436939692
0.106250000000 -0.589050816740
0.118750000000 -0.640332518805
0.131250000000 -0.687350828808
0.143750000000 -0.730230491725
0.156250000000 -0.769133508788
0.168750000000 -0.804244440983
0.181250000000 -0.835759352837
0.193750000000 -0.863877808670
0.206250000000 -0.888797295229
0.218750000000 -0.910709499435
0.231250000000 -0.929797961927
0.243750000000 -0.946236724920
0.256250000000 -0.960189681500
0.268750000000 -0.971810407422
0.281250000000 -0.981242315060
0.293750000000 -0.988619014077
0.306250000000 -0.994064797051
0.318750000000 -0.997695193021
0.331250000000 -0.999617549907
0.343750000000 -0.999931619648
0.356250000000 -0.998730129050
0.368750000000 -0.996099325783
0.381250000000 -0.992119493430
0.393750000000 -0.986865432554
0.406250000000 -0.980406906811
0.418750000000 -0.972809054499
0.431250000000 -0.964132766783
0.443750000000 -0.954435034366
0.456250000000 -0.943769264626
0.468750000000 -0.932185571398
0.481250000000 -0.919731039553
0.493750000000 -0.906449966492
0.506250000000 -0.892384082564
0.518750000000 -0.877572752303
0.531250000000 -0.862053158220
0.543750000000 -0.845860468785
0.556250000000 -0.829027992069
0.568750000000 -0.811587316386
0.581250000000 -0.793568439172
0.593750000000 -0.774999885202
0.606250000000 -0.755908815154
0.618750000000 -0.736321125429
0.631250000000 -0.716261540035
0.643750000000 -0.695753695289
0.656250000000 -0.674820218003
0.668750000000 -0.653482797743
0.681250000000 -0.631762253729
0.693750000000 -0.609678596839
0.706250000000 -0.587251087196
0.718750000000 -0.564498287724
0.731250000000 -0.541438114012
0.743750000000 -0.518087880842
0.756250000000 -0.494464345778
0.768750000000 -0.470583749929
0.781250000000 -0.446461855947
0.793750000000 -0.422113984167
0.806250000000 -0.397555047089
0.818750000000 -0.372799580325
0.831250000000 -0.347861772129
0.843750000000 -0.322755495912
0.856250000000 -0.297494336052
0.868750000000 -0.272091605117
0.881250000000 -0.246560382104
0.893750000000 -0.220913546353
0.906250000000 -0.195163754855
0.918750000000 -0.169323487317
0.931250000000 -0.143405161072
0.943750000000 -0.117420993931
0.956250000000 -0.091382959644
0.968750000000 -0.065303258698
0.981250000000 -0.039194033735
0.993750000000 -0.013066732200
